Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Price,Storage Type
HP,Notebook,17.3,IPS Panel Full HD 1920x1080,AMD A10-Series 9600P 2.4GHz,6,2 ,AMD Radeon R7 M440,Windows 10,30316.32,Other
Lenovo,Notebook,15.6,1366x768 HD Ready,Intel Celeron Dual Core 3855U 1.6GHz,4,500 ,Intel HD Graphics 510,Windows 10,16943.04,Other
Acer,Notebook,14.0,1366x768 HD Ready,Intel Celeron Dual Core 3855U 1.6GHz,4,32 ,Intel HD Graphics 510,Chrome OS,19980.0,Other
Lenovo,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,256,Intel HD Graphics 620,Windows 10,37242.72,SSD
HP,Workstation,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,500 ,Nvidia Quadro M1200,Windows 10,101657.7072,Other
Lenovo,2 in 1 Convertible,14.0,Touchscreen 2560x1440 QHD,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows 10,137995.19999999998,SSD
Toshiba,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,51841.44,SSD
Acer,Netbook,11.6,1366x768 HD Ready,Intel Celeron Dual Core N3050 1.6GHz,4,32 ,Intel HD Graphics,Windows 10,14332.32,Other
Lenovo,2 in 1 Convertible,14.0,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16,512,Intel HD Graphics 620,Windows 10,93186.72,SSD
Asus,2 in 1 Convertible,12.5,Full HD / Touchscreen 1920x1080,Intel Core M M3-6Y30 0.9GHz,4,64 ,Intel HD Graphics 515,Chrome OS,35644.32,Other
Toshiba,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,16,512,Intel HD Graphics 520,Windows 10,100006.56,SSD
HP,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4,500 ,AMD Radeon 530,Windows 10,36709.92,Other
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,1 ,Nvidia GeForce GTX 1050,Windows 10,43636.32,Other
Lenovo,Notebook,15.6,Full HD 1920x1080,AMD A9-Series 9420 2.9GHz,4,256,AMD Radeon 530,Windows 10,21258.72,SSD
Lenovo,Notebook,15.6,1366x768 HD Ready,AMD A12-Series 9720P 3.6GHz,8,1 ,AMD Radeon R7,Windows 10,22857.12,Other
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,1  +  1 ,Intel HD Graphics 620,Windows 10,33110.856,Other
Lenovo,Notebook,15.6,1366x768 HD Ready,Intel Core i3 6006U 2GHz,4,500 ,Intel HD Graphics 520,No OS,23976.0,Other
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,42357.6,SSD
Acer,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8,256,Intel UHD Graphics 620,Windows 10,53226.72,SSD
Lenovo,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16,512,Nvidia Quadro M520M,Windows 7,98834.4,SSD
Lenovo,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,8,256,Intel HD Graphics 520,Windows 10,63456.48,SSD
HP,Notebook,17.3,IPS Panel Full HD 1920x1080,AMD A10-Series 9620P 2.5GHz,6,2 ,AMD Radeon 530,Windows 10,34898.932799999995,Other
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128 +  1 ,Nvidia GeForce GTX 1050 Ti,Windows 10,66546.72,SSD
Dell,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7440HQ 2.8GHz,8,256,Nvidia GeForce 930MX,Linux,58021.92,SSD
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1 ,Intel HD Graphics 620,Linux,38681.28,Other
Asus,Notebook,14.0,Full HD 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4,32 ,Intel HD Graphics 500,Windows 10,15877.44,Other
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,16,512,Intel HD Graphics 620,Windows 10,76012.44480000001,SSD
Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Nvidia GeForce 920MX,Windows 10,45664.6896,SSD
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,256,Intel HD Graphics 620,Windows 10,62817.12,SSD
Lenovo,Notebook,15.6,1366x768 HD Ready,AMD A6-Series 7310 2GHz,4,500 ,AMD Radeon R4,Windows 10,15877.44,Other
Mediacom,Notebook,14.0,IPS Panel Full HD 1920x1200,Intel Atom Z8350 1.92GHz,4,32 ,Intel HD Graphics 400,Windows 10,14119.2,Other
HP,Notebook,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Nvidia GeForce 930MX,Windows 10,63936.0,SSD
Lenovo,Ultrabook,14.0,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6500U 2.5GHz,8,512,Intel HD Graphics 520,Windows 10,89864.1792,SSD
HP,2 in 1 Convertible,13.3,IPS Panel Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,44574.048,SSD
Lenovo,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,79866.72,SSD
Dell,Gaming,17.3,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,32,1 +  1 ,Nvidia GeForce GTX 1070,Windows 10,194972.832,SSD
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128 +  1 ,Nvidia GeForce GTX 1050 Ti,Windows 10,71847.0144,SSD
Lenovo,Notebook,15.6,1366x768 HD Ready,Intel Core i5 7200U 2.5GHz,4,1 ,Intel HD Graphics 620,No OS,26101.872,Other
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,128 +  1 ,AMD Radeon 530,Windows 10,38308.32,SSD
Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4,1 ,Intel HD Graphics 620,Windows 10,34578.72,Other
Dell,Notebook,15.6,1366x768 HD Ready,Intel Core i5 7200U 2.5GHz,8,1 ,AMD Radeon R7 M445,Linux,31409.6256,Other
HP,Notebook,15.6,Full HD 1920x1080,AMD A9-Series 9420 3GHz,4,1 ,AMD Radeon 520,Windows 10,26053.92,Other
Acer,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,128 +  1 ,Nvidia GeForce GTX 1060,Windows 10,103096.8,SSD
Dell,Notebook,15.6,1366x768 HD Ready,Intel Core i5 7200U 2.5GHz,12,1 ,Intel HD Graphics 620,Windows 10,34578.72,Other
HP,Notebook,15.6,Full HD 1920x1080,AMD A9-Series A9-9420 3GHz,6,128 +  1 ,AMD Radeon 520,Windows 10,34632.0,SSD
Acer,Notebook,15.6,1366x768 HD Ready,Intel Core i5 7200U 2.5GHz,4,500 ,Intel HD Graphics 620,Windows 10,29783.52,Other
Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,51148.8,SSD
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4,1 ,Intel HD Graphics 620,Windows 10,41505.12,Other
HP,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256,Nvidia Quadro M2200,Windows 10,128884.32,SSD
Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8,1 ,Intel UHD Graphics 620,Windows 10,35111.52,Other
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 +  1 ,Nvidia GeForce GTX 1060,Windows 10,111593.8944,SSD
Acer,Notebook,15.6,1366x768 HD Ready,Intel Core i3 6006U 2GHz,4,500 ,Intel HD Graphics 520,Windows 10,21887.424,Other
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,128 +  1 ,Nvidia GeForce 940MX,Windows 10,64308.96,SSD
Dell,Notebook,15.6,1366x768 HD Ready,Intel Core i3 6006U 2GHz,8,256,Intel HD Graphics 520,Windows 10,35431.2,SSD
Toshiba,Notebook,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,81784.8,SSD
Lenovo,2 in 1 Convertible,14.0,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,53226.72,SSD
Lenovo,Workstation,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7600U 2.8GHz,16,1,Nvidia Quadro M520M,Windows 10,175770.72,SSD
Acer,Notebook,14.0,1366x768 HD Ready,Intel Celeron Dual Core N3060 1.6GHz,2,32 ,Intel HD Graphics 400,Chrome OS,17582.399999999998,Other
Samsung,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,256,Intel HD Graphics 620,Windows 10,87858.72,SSD
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,8,256,Intel HD Graphics 520,Windows 10,28717.92,SSD
Dell,Notebook,14.0,1366x768 HD Ready,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,60031.1088,SSD
HP,Workstation,17.3,IPS Panel Full HD 1920x1080,Intel Xeon E3-1535M v5 2.9GHz,16,256,Nvidia Quadro M2000M,Windows 7,233845.92,SSD
Lenovo,Netbook,11.6,Touchscreen 1366x768 HD Ready,Intel Celeron Dual Core N3060 1.6GHz,4,128,Intel HD Graphics 400,Windows 10,25308.0,SSD
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8,256,Intel HD Graphics 520,Windows 10,101232.0,SSD
Asus,Notebook,15.6,1366x768 HD Ready,Intel Core i5 6300HQ 2.3GHz,4,1 ,Nvidia GeForce GTX 950M,No OS,30849.12,Other
Lenovo,Ultrabook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,180,Intel HD Graphics 520,Windows 10,58394.88,SSD
Asus,Notebook,15.6,1366x768 HD Ready,Intel Core i7 7500U 2.7GHz,4,256,Intel HD Graphics 620,Windows 10,45282.672,SSD
Lenovo,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i5 6260U 1.8GHz,8,256,Intel HD Graphics 540,Windows 10,63882.72,SSD
HP,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128 +  1 ,Nvidia GeForce GTX 1050,Windows 10,58554.72,SSD
HP,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,256,Nvidia Quadro M1000M,Windows 7,83170.08,SSD
Dell,Gaming,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16,256 +  1 ,Nvidia GeForce GTX 1070,Windows 10,152859.7872,SSD
Acer,Notebook,15.6,1366x768 HD Ready,Intel Core i5 7200U 2.5GHz,4,256,Intel HD Graphics 620,Windows 10,31914.72,SSD
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128 +  1 ,Nvidia GeForce GTX 1050,Windows 10,55837.44,SSD
Dell,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,16,256,Intel HD Graphics 620,Windows 10,99047.52,SSD
Google,Ultrabook,12.3,Touchscreen 2400x1600,Intel Core i5 7Y57 1.2GHz,8,256,Intel HD Graphics 615,Chrome OS,83063.52,SSD
Asus,Ultrabook,13.3,IPS Panel Quad HD+ 3200x1800,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,60153.12,SSD
Dell,Notebook,13.3,1366x768 HD Ready,Intel Core i3 6006U 2GHz,4,500 ,Intel HD Graphics 520,Windows 10,45234.72,Other
Acer,Notebook,13.3,1366x768 HD Ready,Intel Core i5 6200U 2.3GHz,4,128,Intel HD Graphics 520,Windows 10,34898.4,SSD
Asus,Notebook,17.3,1366x768 HD Ready,Intel Pentium Quad Core N4200 1.1GHz,4,1 ,Nvidia GeForce 920MX,Windows 10,25059.715199999995,Other
Dell,Gaming,15.6,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,16,128 +  1 ,Nvidia GeForce GTX 960M,Windows 10,58554.72,SSD
Samsung,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows 10,85194.72,SSD
Acer,Notebook,15.6,1366x768 HD Ready,Intel Pentium Quad Core N4200 1.1GHz,4,1 ,Intel HD Graphics 505,Linux,15877.44,Other
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,256,AMD Radeon R7 M445,Windows 10,62938.0656,SSD
Samsung,2 in 1 Convertible,15.0,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16,256,AMD Radeon 540,Windows 10,95850.72,SSD
Toshiba,Notebook,14.0,IPS Panel 1366x768 HD Ready,Intel Core i5 6200U 2.3GHz,4,128,Intel HD Graphics 520,Windows 10,54345.6,SSD
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1 ,Nvidia GeForce GTX 1050,Windows 10,58554.72,Other
HP,Ultrabook,12.5,1366x768 HD Ready,Intel Core i5 6200U 2.3GHz,4,256,Intel HD Graphics 520,Windows 10,66280.31999999999,SSD
Asus,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12,2 ,Nvidia GeForce 940MX,Windows 10,44701.92,Other
Lenovo,Notebook,15.6,4K Ultra HD 3840x2160,Intel Core i7 6820HQ 2.7GHz,16,512,Nvidia Quadro M2000M,Windows 7,126273.6,SSD
Acer,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4,128,Intel HD Graphics 620,Windows 10,33886.08,SSD
Razer,Gaming,14.0,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,512,Nvidia GeForce GTX 1060,Windows 10,154458.72,SSD
Asus,Notebook,15.6,1920x1080,Intel Pentium Dual Core N4200 1.1GHz,8,128,Intel HD Graphics 505,Windows 10,31003.632,SSD
Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32,1 +  1 ,Nvidia GeForce GTX 1070M,Windows 10,191211.264,SSD
Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,256 +  1 ,Nvidia GeForce GTX 1070,Windows 10,125208.0,SSD
Toshiba,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,16,512,Nvidia GeForce 930M,Windows 10,93985.92,SSD
Lenovo,Notebook,15.6,1366x768 HD Ready,Intel Celeron Quad Core N3710 1.6GHz,8,1 ,Intel HD Graphics 405,No OS,17529.12,Other
Lenovo,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,512,Intel HD Graphics 620,Windows 10,122490.72,SSD
MSI,Gaming,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 +  1 ,Nvidia GeForce GTX 1060,Windows 10,100752.48,SSD
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128 +  1 ,Nvidia GeForce GTX 1050,Windows 10,58021.92,SSD
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,4,1 ,Nvidia GeForce GTX 1050,Windows 10,53226.72,Other
Acer,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 +  1 ,Nvidia GeForce GTX 1060,Windows 10,122490.72,SSD
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,256,Nvidia GeForce GTX 1050,Windows 10,52480.8,SSD
Asus,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128 +  1 ,Nvidia GeForce GTX1060,Windows 10,71341.92,SSD
Vero,Notebook,14.0,1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4,32 ,Intel HD Graphics 500,Windows 10,10810.512,Other
Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,512,Intel HD Graphics 620,Windows 10,104961.6,SSD
Lenovo,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,AMD Radeon R7 M460,Windows 10,51095.52,SSD
Apple,Ultrabook,12.0,IPS Panel Retina Display 2304x1440,Intel Core M 1.2GHz,8,512 ,Intel HD Graphics 5300,Mac OS X,62071.2,Other
Lenovo,2 in 1 Convertible,14.0,IPS Panel Touchscreen 2560x1440,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,124142.4,SSD
Asus,Notebook,14.0,1366x768 HD Ready,Intel Celeron Dual Core N3350 1.1GHz,4,32 ,Intel HD Graphics 500,Windows 10,15930.72,Other
Dell,Notebook,15.6,1366x768 HD Ready,Intel Core i5 7200U 2.5GHz,8,128,Intel HD Graphics 620,Windows 10,43156.8,SSD
Lenovo,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows 10,71874.72,SSD
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,8,256,AMD Radeon R5 M420X,Windows 10,39373.92,SSD
HP,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256,Nvidia Quadro M2200,Windows 10,110017.872,SSD
Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,58554.72,SSD
Dell,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,79866.72,SSD
Dell,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i5 7300HQ 2.5GHz,8,256,Nvidia GeForce GTX 1050,Windows 10,93186.72,SSD
Dell,Netbook,11.6,1366x768 HD Ready,Intel Pentium Quad Core N4200 1.1GHz,4,128,Intel HD Graphics 505,Windows 10,39640.32,SSD
HP,Netbook,12.5,1366x768 HD Ready,Intel Core i5 7300U 2.6GHz,8,256,Intel HD Graphics 620,Windows 10,74005.92,SSD
Toshiba,Notebook,15.6,1366x768 HD Ready,Intel Core i5 6200U 2.3GHz,4,500 ,Intel HD Graphics 520,Windows 10,41558.4,Other
HP,Notebook,15.6,1366x768 HD Ready,AMD A12-Series 9700P 2.5GHz,8,2 ,AMD Radeon R7 Graphics,Windows 10,33513.119999999995,Other
Dell,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16,512,Nvidia GeForce GTX 1050 Ti,Windows 10,89457.12,SSD
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,1 ,Nvidia GeForce 920M,Windows 10,32447.52,Other
HP,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12,1 ,AMD Radeon RX 580,Windows 10,93186.72,Other
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,512 +  1 ,Nvidia GeForce GTX 1070,Windows 10,128671.2,SSD
Samsung,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,79866.72,SSD
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1 ,Nvidia GeForce GT 940MX,Windows 10,51202.08,Other
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,AMD Radeon R5 M420,Windows 10,42081.0768,SSD
Lenovo,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows 10,99047.52,SSD
Razer,Ultrabook,12.5,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7500U 2.5GHz,16,512,Intel HD Graphics 620,Windows 10,95850.72,SSD
HP,Netbook,11.6,1366x768 HD Ready,Intel Celeron Dual Core N3060 1.6GHz,4,16 ,Intel HD Graphics 400,Chrome OS,20512.8,Other
Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,128 +  1 ,Nvidia GeForce GTX 1060,Windows 10,133467.4656,SSD
Dell,Notebook,14.0,1366x768 HD Ready,Intel Core i5 6200U 2.3GHz,4,500 ,Intel HD Graphics 520,Windows 10,40226.4,Other
Lenovo,Notebook,15.6,1366x768 HD Ready,Intel Core i3 6006U 2GHz,4,500 ,Intel HD Graphics 520,Windows 10,26101.872,Other
Toshiba,Ultrabook,14.0,1366x768 HD Ready,Intel Core i5 7200U 2.5GHz,4,128,Intel HD Graphics 620,Windows 10,58075.2,SSD
Lenovo,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,512,Intel HD Graphics 620,Windows 10,133146.72,SSD
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,256,Nvidia GeForce GTX 1050,Windows 10,63882.72,SSD
Lenovo,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256 ,Intel HD Graphics 620,Windows 10,99900.0,Other
Toshiba,Notebook,14.0,1366x768 HD Ready,Intel Pentium Dual Core 4405U 2.1GHz,4,128,Intel HD Graphics 510,Windows 10,26586.72,SSD
Asus,2 in 1 Convertible,13.3,Touchscreen / Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,72354.23999999999,SSD
Dell,Notebook,14.0,1366x768 HD Ready,Intel Core i3 6006U 2GHz,4,500 ,Intel HD Graphics 520,Windows 10,31168.8,Other
Acer,Netbook,11.6,IPS Panel 1366x768 HD Ready,Intel Celeron Dual Core N3060 1.6GHz,4,32 ,Intel HD Graphics 400,Chrome OS,18914.4,Other
Acer,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8,128,Intel HD Graphics 620,Windows 10,32980.32,SSD
Razer,Gaming,17.3,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7820HK 2.9GHz,32,512,Nvidia GeForce GTX 1080,Windows 10,292986.72,SSD
Lenovo,Ultrabook,14.0,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6600U 2.6GHz,16,512,Intel HD Graphics 520,Windows 10,111834.72,SSD
Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,1 ,Nvidia GeForce 920,Linux,27652.32,Other
Lenovo,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows 10,63190.08,SSD
Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,256,Intel HD Graphics 620,Windows 10,87912.0,SSD
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 +  1 ,Nvidia GeForce GTX 1070,Windows 10,147832.28639999998,SSD
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 +  1 ,Nvidia GeForce GTX 1070,Windows 10,128884.32,SSD
Toshiba,Notebook,15.6,1366x768 HD Ready,Intel Core i3 7100U 2.4GHz,4,500 ,Intel HD Graphics 620,Windows 10,35644.32,Other
Lenovo,Notebook,14.0,1366x768 HD Ready,Intel Celeron Quad Core N3160 1.6GHz,4,16 ,Intel HD Graphics 400,Chrome OS,17316.0,Other
Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,128 ,Intel HD Graphics 620,Windows 10,31435.2,Other
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,512 +  1 ,Nvidia GeForce GTX 1060,Windows 10,95850.72,SSD
Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32,512 +  1 ,Nvidia GeForce GTX 1070,Windows 10,163723.57919999998,SSD
HP,Notebook,17.3,1600x900 HD,Intel Core i5 7200U 2.5GHz,8,1 ,Nvidia GeForce 930MX,Windows 10,48484.8,Other
Dell,Notebook,15.6,1366x768 HD Ready,Intel Core i5 7200U 2.5GHz,8,128,Intel HD Graphics 620,Windows 10,38041.3872,SSD
HP,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,512,Intel HD Graphics 520,Windows 7,99633.6,SSD
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4,256,AMD Radeon R5 M420,Windows 10,39373.92,SSD
HP,2 in 1 Convertible,11.6,Touchscreen 1366x768 HD Ready,Intel Celeron Dual Core N3350 1.1GHz,4,32 ,Intel HD Graphics 500,Chrome OS,32767.2,Other
Asus,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,512,Nvidia GeForce 940M,Windows 10,54665.28,SSD
HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,121318.56,SSD
HP,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,512,Intel HD Graphics 520,Windows 10,78215.04,SSD
HP,Notebook,15.6,1366x768 HD Ready,Intel Celeron Dual Core N3060 1.6GHz,4,128,Intel HD Graphics 400,No OS,15930.72,SSD
Asus,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,128 +  1 ,Nvidia GeForce GTX 1060,Windows 10,101178.72,SSD
Dell,Notebook,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1 ,AMD Radeon R7 M445,Linux,46087.2,Other
Lenovo,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256,Nvidia GeForce GT 940MX,Windows 10,101391.84,SSD
Asus,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Nvidia GeForce GTX 930MX,Windows 10,41931.36,SSD
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,128,Intel HD Graphics 620,Windows 10,50349.6,SSD
Asus,Notebook,15.6,1366x768 HD Ready,Intel Pentium Quad Core N4200 1.1GHz,4,1 ,Intel HD Graphics 505,Windows 10,23922.72,Other
HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7600U 2.8GHz,8,256,Intel HD Graphics 620,Windows 10,136343.52,SSD
